start,end,token,exclude
0.0,15.833,<silence>,False
15.833,16.133,ぜ,False
16.133,16.367,つ,False
16.367,16.467,ぼ,False
16.467,16.7,う,False
16.7,16.8,の,False
16.8,17.001,せ,False
17.001,17.101,か,False
17.101,17.301,い,False
17.301,17.568,の,False
17.568,17.935,な,False
17.935,18.035,か,False
18.035,18.335,え,False
18.335,18.669,い,False
18.669,18.869,え,False
18.869,18.969,ん,False
18.969,19.203,の,False
19.203,19.303,よう,False
19.303,19.503,な,False
19.503,19.603,や,False
19.603,19.837,み,False
19.837,20.104,を,False
20.104,20.437,み,False
20.437,20.871,た,False
20.871,21.405,,False
21.405,21.839,,False
21.839,22.306,,False
22.306,22.639,,False
22.639,22.773,,False
22.773,23.407,,False
23.407,23.941,,False
23.941,24.375,,False
24.375,24.875,,False
24.875,25.309,,False
25.309,25.943,,False
25.943,26.243,だ,False
26.243,26.443,れ,False
26.443,26.577,も,False
26.577,26.777,が,False
26.777,26.91,め,False
26.91,27.077,を,False
27.077,27.211,ふ,False
27.211,27.411,せ,False
27.411,27.711,た,False
27.711,28.045,ま,False
28.045,28.145,ま,False
28.145,28.479,じ,False
28.479,28.779,め,False
28.779,29.013,ん,False
29.013,29.113,に,False
29.113,29.313,な,False
29.313,29.413,に,False
29.413,29.613,か,False
29.613,29.713,さ,False
29.713,29.947,が,False
29.947,30.247,し,False
30.247,30.581,て,False
30.581,30.981,た,False
30.981,31.448,,False
31.448,31.915,,False
31.915,32.416,,False
32.416,32.85,,False
32.85,33.517,,False
33.517,34.018,,False
34.018,34.451,,False
34.451,34.985,,False
34.985,35.419,,False
35.419,36.02,,False
36.02,36.253,て,False
36.253,36.353,ん,False
36.353,36.553,し,False
36.553,36.653,の,False
36.653,36.887,よう,False
36.887,36.954,な,False
36.954,37.287,じ,False
37.287,37.488,ひ,False
37.488,37.788,だ,False
37.788,38.088,け,False
38.088,38.589,じゃ,False
38.589,38.789,あ,False
38.789,38.889,く,False
38.889,39.089,ま,False
39.089,39.189,の,False
39.189,39.423,け,False
39.423,39.523,だ,False
39.523,39.857,か,False
39.857,40.057,さ,False
40.057,40.357,だ,False
40.357,40.657,け,False
40.657,41.091,じゃ,False
41.091,41.658,,False
41.658,42.059,,False
42.059,42.559,,False
42.559,42.659,そ,False
