start,end,token,cleaned_token,overlap,ignore,gap,other,exclude
0.0,5.823,<silence>,<silence>,False,False,False,False,False
5.823,6.156,や,や,False,False,False,False,False
6.156,6.423,く,く,False,False,False,False,False
6.423,6.623,そ,そ,False,False,False,False,False
6.623,7.091,く,く,False,False,False,False,False
7.091,7.424,し,し,False,False,False,False,False
7.424,7.725,よ,よ,False,False,False,False,False
7.725,8.025,う,う,False,False,False,False,False
8.025,8.692,よ,よ,False,False,False,False,False
8.692,8.993,ぼ,ぼ,False,False,False,False,False
8.993,9.159,く,く,False,False,False,False,False
9.159,9.626,ら,ら,False,False,False,False,False
9.626,9.96,で,で,False,False,False,False,False
9.96,10.227,あ,あ,False,False,False,False,False
10.227,10.594,え,え,False,False,False,False,False
10.594,11.128,た,た,False,False,False,False,False
11.128,11.528,き,き,False,False,False,False,False
11.528,11.695,せ,せ,False,False,False,False,False
11.695,12.796,き,き,False,False,False,False,False
12.796,13.097,わ,わ,False,False,False,False,False
13.097,14.098,す,す,False,False,False,False,False
14.098,14.365,れ,れ,False,False,False,False,False
14.365,15.132,な,な,False,False,False,False,False
15.132,15.332,い,い,False,False,False,False,False
15.332,15.499,よう,よう,False,False,False,False,False
15.499,18.168,に,に,False,False,False,False,False
18.168,26.076,<silence>,<silence>,False,False,False,False,False
26.076,26.377,ゆ,ゆ,False,False,False,False,False
26.377,26.71,め,め,False,False,False,False,False
26.71,26.877,い,い,False,False,False,False,False
26.877,27.211,だ,だ,False,False,False,False,False
27.211,27.511,い,い,False,False,False,False,False
27.511,27.778,て,て,False,False,False,False,False
27.778,27.978,つ,つ,False,False,False,False,False
27.978,28.145,ど,ど,False,False,False,False,False
28.145,28.579,う,う,False,False,False,False,False
28.579,28.746,せ,せ,False,False,False,False,False
28.746,28.912,い,い,False,False,False,False,False
28.912,29.079,しゅ,しゅ,False,False,False,False,False
29.079,29.213,ん,ん,False,False,False,False,False
29.213,29.38,あ,あ,False,False,False,False,False
29.38,29.713,に,に,False,False,False,False,False
29.713,30.014,め,め,False,False,False,False,False
30.014,30.18,み,み,False,False,False,False,False
30.18,30.481,た,た,False,False,False,False,False
30.481,30.647,い,い,False,False,False,False,False
30.647,31.115,な,な,False,False,False,False,False
31.115,31.415,はっ,はっ,False,False,False,False,False
31.415,31.749,ぴー,ぴー,False,False,False,False,False
31.749,31.915,な,な,False,False,False,False,False
31.915,32.249,え,え,False,False,False,False,False
32.249,32.549,ん,ん,False,False,False,False,False
32.549,32.85,ど,ど,False,False,False,False,False
32.85,33.017,に,に,False,False,False,False,False
33.017,33.183,な,な,False,False,False,False,False
33.183,33.317,る,る,False,False,False,False,False
33.317,33.817,か,か,False,False,False,False,False
