start,end,token,cleaned_token,overlap,exclude
0.0,14.565,<silence>,<silence>,False,False
14.565,14.765,か,か,False,False
14.765,14.965,ぜ,ぜ,False,False
14.965,15.499,に,に,False,False
15.499,15.699,ふ,ふ,False,False
15.699,15.866,か,か,False,False
15.866,16.066,れ,れ,False,False
16.066,17.167,て,て,False,False
17.167,17.501,<silence>,<silence>,False,False
17.501,17.701,だ,だ,False,False
17.701,17.901,れ,れ,False,False
17.901,18.435,も,も,False,False
18.435,18.602,き,き,False,False
18.602,19.036,づ,づ,False,False
19.036,19.37,か,か,False,False
19.37,19.737,ぬ,ぬ,False,False
19.737,19.903,よ,よ,False,False
19.903,20.504,う,う,False,False
20.504,20.637,く,く,False,False
20.637,20.804,べ,べ,False,False
20.804,21.405,つ,つ,False,False
21.405,21.572,が,が,False,False
21.572,21.772,つ,つ,False,False
21.772,21.972,か,か,False,False
21.972,22.706,な,な,False,False
22.706,23.04,い,い,False,False
23.04,23.34,<silence>,<silence>,False,False
23.34,23.54,も,も,False,False
23.54,23.807,の,の,False,False
23.807,24.341,く,く,False,False
24.341,24.541,ろ,ろ,False,False
24.541,24.875,の,の,False,False
24.875,25.242,せ,せ,False,False
25.242,25.609,か,か,False,False
25.609,26.343,い,い,False,False
26.343,26.51,い,い,False,False
26.51,26.71,ろ,ろ,False,False
26.71,27.277,を,を,False,False
27.277,27.411,た,た,False,False
27.411,27.644,し,し,False,False
27.644,27.811,て,て,False,False
27.811,28.912,も,も,False,False
28.912,29.313,<silence>,<silence>,False,False
29.313,29.446,な,な,False,False
29.446,29.613,に,に,False,False
29.613,30.214,も,も,False,False
30.214,30.414,み,み,False,False
30.414,30.781,え,え,False,False
30.781,31.115,な,な,False,False
31.115,31.482,く,く,False,False
31.482,32.249,て,て,False,False
32.249,32.483,ま,ま,False,False
32.483,32.616,る,る,False,False
32.616,33.183,で,で,False,False
33.183,33.384,わ,わ,False,False
33.384,33.584,た,た,False,False
33.584,33.717,し,し,False,False
33.717,34.818,は,は,False,False
34.818,35.185,<silence>,<silence>,False,False
35.185,35.386,い,い,False,False
35.386,35.552,き,き,False,False
35.552,36.12,を,を,False,False
36.12,36.32,と,と,False,False
36.32,36.687,め,め,False,False
36.687,37.021,て,て,False,False
37.021,37.388,い,い,False,False
37.388,39.957,た,た,False,False
39.957,42.526,<silence>,<silence>,False,False
42.526,42.726,も,も,False,False
42.726,42.926,う,う,False,False
42.926,43.127,い,い,False,False
43.127,43.293,い,い,False,False
43.293,44.028,よ,よ,False,False
44.028,44.161,と,と,False,False
44.161,44.395,お,お,False,False
44.395,44.561,く,く,False,False
44.561,44.762,て,て,False,False
44.762,45.496,も,も,False,False
45.496,45.863,か,か,False,False
45.863,46.063,な,な,False,False
46.063,46.23,え,え,False,False
46.23,46.563,た,た,False,False
46.563,46.964,い,い,False,False
46.964,47.331,わ,わ,False,False
47.331,47.531,た,た,False,False
47.531,47.731,し,し,False,False
47.731,48.432,は,は,False,False
48.432,48.799,こ,こ,False,False
48.799,49.366,ん,ん,False,False
49.366,49.566,な,な,False,False
49.566,49.8,せ,せ,False,False
49.8,49.933,か,か,False,False
49.933,50.467,い,い,False,False
50.467,50.634,<silence>,<silence>,False,False
50.634,50.868,お,お,False,False
50.868,51.168,も,も,False,False
51.168,51.368,い,い,False,False
51.368,52.102,も,も,False,False
52.102,52.469,だ,だ,False,False
52.469,52.87,き,き,False,False
52.87,53.237,し,し,False,False
53.237,53.604,め,め,False,False
53.604,53.737,て,て,False,False
53.737,53.971,い,い,False,False
53.971,54.538,た,た,False,False
54.538,54.671,い,い,False,False
54.671,54.872,の,の,False,False
54.872,55.272,に,に,False,False
55.272,55.439,ゆ,ゆ,False,False
55.439,55.839,め,め,False,False
55.839,56.006,の,の,False,False
56.006,56.54,きゃ,きゃ,False,False
56.54,56.707,ん,ん,False,False
56.707,57.274,ば,ば,False,False
57.274,57.474,す,す,False,False
57.474,58.008,に,に,False,False
58.008,58.208,<silence>,<silence>,False,False
58.208,58.375,い,い,False,False
58.375,58.742,つ,つ,False,False
58.742,58.909,づ,づ,False,False
58.909,59.51,け,け,False,False
59.51,59.676,る,る,False,False
59.676,60.244,い,い,False,False
60.244,60.477,み,み,False,False
60.477,61.311,は,は,False,False
61.311,61.712,こ,こ,False,False
61.712,61.879,の,の,False,False
61.879,62.413,む,む,False,False
62.413,62.613,ね,ね,False,False
62.613,63.514,に,に,False,False
63.514,63.881,か,か,False,False
63.881,64.248,が,が,False,False
64.248,64.648,や,や,False,False
64.648,64.815,い,い,False,False
64.815,65.349,て,て,False,False
65.349,65.549,い,い,False,False
65.549,66.016,る,る,False,False
66.016,66.283,<silence>,<silence>,False,False
66.283,66.45,す,す,False,False
66.45,66.817,とー,とー,False,False
66.817,70.154,りー,りー,False,False
70.154,79.396,<silence>,<silence>,False,False
79.396,79.563,あ,あ,False,False
79.563,79.73,た,た,False,False
79.73,80.264,え,え,False,False
80.264,80.464,る,る,False,False
80.464,80.631,こ,こ,False,False
80.631,80.831,と,と,False,False
80.831,81.932,に,に,False,False
81.932,82.299,に,に,False,False
82.299,82.466,い,い,False,False
82.466,82.666,み,み,False,False
82.666,83.233,な,な,False,False
83.233,83.4,ど,ど,False,False
83.4,83.767,な,な,False,False
83.767,84.134,い,い,False,False
84.134,84.501,け,け,False,False
84.501,85.269,ど,ど,False,False
85.269,85.436,ひ,ひ,False,False
85.436,85.636,ろ,ろ,False,False
85.636,86.17,い,い,False,False
86.17,86.336,あ,あ,False,False
86.336,86.537,つ,つ,False,False
86.537,86.737,め,め,False,False
86.737,87.838,た,た,False,False
87.838,88.205,た,た,False,False
88.205,88.405,か,か,False,False
88.405,88.572,け,け,False,False
88.572,89.139,ら,ら,False,False
89.139,89.306,う,う,False,False
89.306,89.673,し,し,False,False
89.673,90.04,な,な,False,False
90.04,90.374,う,う,False,False
90.374,91.175,の？,の,False,False
91.175,91.508,そ,そ,False,False
91.508,91.875,し,し,False,False
91.875,92.643,て,て,False,False
92.643,92.976,よ,よ,False,False
92.976,93.343,る,る,False,False
93.343,94.111,は,は,False,False
94.111,94.445,そ,そ,False,False
94.445,94.812,の,の,False,False
94.812,95.012,つ,つ,False,False
95.012,95.579,め,め,False,False
95.579,95.946,た,た,False,False
95.946,96.313,さ,さ,False,False
96.313,97.014,を,を,False,False
97.014,97.381,と,と,False,False
97.381,97.748,か,か,False,False
97.748,97.948,し,し,False,False
97.948,98.449,て,て,False,False
98.449,98.849,て,て,False,False
98.849,99.216,を,を,False,False
99.216,99.583,の,の,False,False
99.583,100.15,ば,ば,False,False
100.15,100.684,し,し,False,False
100.684,101.452,た,た,False,False
101.452,101.652,も,も,False,False
101.652,101.819,う,う,False,False
101.819,101.985,い,い,False,False
101.985,102.152,い,い,False,False
102.152,102.92,よ,よ,False,False
102.92,103.087,と,と,False,False
103.087,103.287,お,お,False,False
103.287,103.487,く,く,False,False
103.487,103.654,て,て,False,False
103.654,104.388,も,も,False,False
104.388,104.755,と,と,False,False
104.755,104.922,ど,ど,False,False
104.922,105.122,け,け,False,False
105.122,105.422,た,た,False,False
105.422,105.856,い,い,False,False
105.856,106.223,わ,わ,False,False
106.223,106.423,た,た,False,False
106.423,106.623,し,し,False,False
106.623,107.257,は,は,False,False
107.257,107.624,う,う,False,False
107.624,108.192,け,け,False,False
108.192,108.392,と,と,False,False
108.392,108.592,め,め,False,False
108.592,108.792,て,て,False,False
108.792,109.526,く,く,False,False
109.526,109.693,な,な,False,False
109.693,110.027,み,み,False,False
110.027,110.227,だ,だ,False,False
110.227,110.961,も,も,False,False
110.961,111.361,だ,だ,False,False
111.361,111.728,き,き,False,False
111.728,112.096,し,し,False,False
112.096,112.529,め,め,False,False
112.529,112.663,て,て,False,False
112.663,112.863,い,い,False,False
112.863,113.363,た,た,False,False
113.363,113.564,い,い,False,False
113.564,113.764,の,の,False,False
113.764,114.131,に,に,False,False
114.131,114.331,ゆ,ゆ,False,False
114.331,114.698,め,め,False,False
114.698,114.898,の,の,False,False
114.898,115.432,きゃ,きゃ,False,False
115.432,115.599,ん,ん,False,False
115.599,116.1,ば,ば,False,False
116.1,116.366,す,す,False,False
116.366,116.9,に,に,False,False
116.9,117.101,<silence>,<silence>,False,False
117.101,117.267,こ,こ,False,False
117.267,117.668,こ,こ,False,False
117.668,117.835,ろ,ろ,False,False
117.835,118.335,こ,こ,False,False
118.335,118.569,め,め,False,False
118.569,119.103,る,る,False,False
119.103,119.303,の,の,False,False
119.303,120.17,は,は,False,False
120.17,120.537,こ,こ,False,False
120.537,120.737,の,の,False,False
120.737,121.271,そ,そ,False,False
121.271,121.505,ら,ら,False,False
121.505,122.406,に,に,False,False
122.406,122.773,え,え,False,False
122.773,123.14,が,が,False,False
123.14,123.54,き,き,False,False
123.54,123.707,だ,だ,False,False
123.707,124.241,し,し,False,False
124.241,124.441,て,て,False,False
124.441,124.942,く,く,False,False
124.942,125.175,<silence>,<silence>,False,False
125.175,125.375,す,す,False,False
125.375,125.709,とー,とー,False,False
125.709,129.046,りー,りー,False,False
129.046,138.322,<silence>,<silence>,False,False
138.322,138.722,そ,そ,False,False
138.722,139.056,し,し,False,False
139.056,139.756,て,て,False,False
139.756,140.157,よ,よ,False,False
140.157,140.491,る,る,False,False
140.491,141.291,は,は,False,False
141.291,141.592,そ,そ,False,False
141.592,141.959,の,の,False,False
141.959,142.159,つ,つ,False,False
142.159,142.659,め,め,False,False
142.659,143.06,た,た,False,False
143.06,143.427,さ,さ,False,False
143.427,144.128,を,を,False,False
144.128,144.528,と,と,False,False
144.528,144.862,か,か,False,False
144.862,145.062,し,し,False,False
145.062,145.596,て,て,False,False
145.596,145.996,て,て,False,False
145.996,146.363,を,を,False,False
146.363,146.697,の,の,False,False
146.697,147.297,ば,ば,False,False
147.297,147.798,し,し,False,False
147.798,148.599,た,た,False,False
148.599,148.832,も,も,False,False
148.832,148.966,う,う,False,False
148.966,149.099,い,い,False,False
149.099,149.299,い,い,False,False
149.299,150.033,の,の,False,False
150.033,150.2,と,と,False,False
150.2,150.4,お,お,False,False
150.4,150.601,く,く,False,False
150.601,150.801,て,て,False,False
150.801,151.502,も,も,False,False
151.502,151.869,か,か,False,False
151.869,152.002,な,な,False,False
152.002,152.236,え,え,False,False
152.236,152.436,た,た,False,False
152.436,152.97,い,い,False,False
152.97,153.303,わ,わ,False,False
153.303,153.47,た,た,False,False
153.47,153.704,し,し,False,False
153.704,154.438,の,の,False,False
154.438,154.838,こ,こ,False,False
154.838,155.405,ん,ん,False,False
155.405,155.572,な,な,False,False
155.572,155.772,せ,せ,False,False
155.772,155.939,か,か,False,False
155.939,156.673,い,い,False,False
156.673,156.874,お,お,False,False
156.874,157.241,も,も,False,False
157.241,157.407,い,い,False,False
157.407,158.142,も,も,False,False
158.142,158.509,こ,こ,False,False
158.509,158.876,と,と,False,False
158.876,159.243,ば,ば,False,False
159.243,159.576,で,で,False,False
159.576,159.943,つ,つ,False,False
159.943,160.544,つ,つ,False,False
160.544,160.677,ん,ん,False,False
160.677,161.245,だ,だ,False,False
161.245,161.445,ゆ,ゆ,False,False
161.445,161.778,め,め,False,False
161.778,161.979,の,の,False,False
161.979,162.546,きゃ,きゃ,False,False
162.546,162.713,ん,ん,False,False
162.713,163.28,ば,ば,False,False
163.28,163.48,す,す,False,False
163.48,164.214,に,に,False,False
164.214,164.414,い,い,False,False
164.414,164.781,ろ,ろ,False,False
164.781,164.948,を,を,False,False
164.948,165.516,た,た,False,False
165.516,165.682,し,し,False,False
165.682,166.25,て,て,False,False
166.25,166.416,ゆ,ゆ,False,False
166.416,167.317,く,く,False,False
167.317,167.751,こ,こ,False,False
167.751,167.918,の,の,False,False
167.918,168.418,む,む,False,False
168.418,168.619,ね,ね,False,False
168.619,169.52,に,に,False,False
169.52,169.92,い,い,False,False
169.92,170.254,ま,ま,False,False
170.254,170.654,か,か,False,False
170.654,170.821,が,が,False,False
170.821,171.388,や,や,False,False
171.388,171.588,い,い,False,False
171.588,172.789,て,て,False,False
172.789,173.223,つ,つ,False,False
173.223,173.557,よ,よ,False,False
173.557,173.757,く,く,False,False
173.757,174.291,な,な,False,False
174.291,174.525,く,く,False,False
174.525,175.058,て,て,False,False
175.058,175.259,も,も,False,False
175.259,175.425,い,い,False,False
175.425,176.026,い,い,False,False
176.026,176.16,こ,こ,False,False
176.16,176.527,わ,わ,False,False
176.527,176.727,れ,れ,False,False
176.727,177.227,か,か,False,False
177.227,177.461,け,け,False,False
177.461,177.995,て,て,False,False
177.995,178.162,も,も,False,False
178.162,178.328,い,い,False,False
178.328,178.929,い,い,False,False
178.929,179.096,こ,こ,False,False
179.096,179.496,の,の,False,False
179.496,179.696,こ,こ,False,False
179.696,180.197,こ,こ,False,False
180.197,180.364,ろ,ろ,False,False
180.364,180.931,は,は,False,False
180.931,181.131,ト,ト,False,False
181.131,181.698,ワ,ワ,False,False
181.698,181.899,に,に,False,False
181.899,182.432,は,は,False,False
182.432,182.599,ば,ば,False,False
182.599,183.0,た,た,False,False
183.0,183.2,い,い,False,False
183.2,184.601,て,て,False,False
184.601,185.002,ひ,ひ,False,False
185.002,185.369,び,び,False,False
185.369,185.602,く,く,False,False
185.602,186.036,よ,よ,False,False
186.036,186.336,う,う,False,False
186.336,187.171,に,に,False,False
187.171,187.538,ぬ,ぬ,False,False
187.538,187.905,り,り,False,False
187.905,188.238,か,か,False,False
188.238,188.505,え,え,False,False
188.505,188.939,て,て,False,False
188.939,189.206,い,い,False,False
189.206,189.907,く,く,False,False
189.907,190.107,ぱ,ぱ,False,False
190.107,190.474,れ,れ,False,False
190.474,190.707,っ,っ,False,False
190.707,196.78,と,と,False,False
196.78,-1.0,<silence>,<silence>,False,False
