start,end,token,cleaned_token,overlap,ignore,gap,other,exclude
0.0,1.752,<silence>,<silence>,False,False,False,False,False
1.752,2.653,つ,つ,False,False,False,False,False
2.653,3.554,き,き,False,False,False,False,False
3.554,5.923,の,の,False,False,False,False,False
5.923,6.256,ひ,ひ,False,False,False,False,False
6.256,6.857,か,か,False,False,False,False,False
6.857,7.157,り,り,False,False,False,False,False
7.157,8.359,が,が,False,False,False,False,False
8.359,8.692,う,う,False,False,False,False,False
8.692,8.959,つ,つ,False,False,False,False,False
8.959,9.893,し,し,False,False,False,False,False
9.893,10.761,た,た,False,False,False,False,False
10.761,11.662,え,え,False,False,False,False,False
11.662,12.563,ぴ,ぴ,False,False,False,False,False
12.563,14.431,ろ,ろ,False,False,False,False,False
14.431,15.399,ー,ー,False,False,False,False,False
15.399,15.899,ぐ,ぐ,False,False,False,False,False
15.899,34.0,<silence>,<silence>,False,False,False,False,False
34.0,47.931,<silence>,<ignore>,False,True,False,False,True
47.931,48.198,し,し,False,False,False,False,False
48.198,48.499,ず,ず,False,False,False,False,False
48.499,48.766,か,か,False,False,False,False,False
48.766,49.066,に,に,False,False,False,False,False
49.066,49.366,ふ,ふ,False,False,False,False,False
49.366,49.633,け,け,False,False,False,False,False
49.633,50.501,る,る,False,False,False,False,False
50.501,51.068,よ,よ,False,False,False,False,False
51.068,51.368,る,る,False,False,False,False,False
51.368,52.503,に,に,False,False,False,False,False
52.503,52.803,だ,だ,False,False,False,False,False
52.803,53.07,か,か,False,False,False,False,False
53.07,54.204,れ,れ,False,False,False,False,False
54.204,54.471,そ,そ,False,False,False,False,False
54.471,54.772,ら,ら,False,False,False,False,False
54.772,55.939,に,に,False,False,False,False,False
55.939,56.206,き,き,False,False,False,False,False
56.206,56.473,え,え,False,False,False,False,False
56.473,57.608,る,る,False,False,False,False,False
57.608,57.908,し,し,False,False,False,False,False
57.908,58.208,ろ,ろ,False,False,False,False,False
58.208,58.509,い,い,False,False,False,False,False
58.509,58.809,い,い,False,False,False,False,False
58.809,59.343,き,き,False,False,False,False,False
59.343,59.643,な,な,False,False,False,False,False
59.643,59.91,が,が,False,False,False,False,False
59.91,60.778,め,め,False,False,False,False,False
60.778,61.645,た,た,False,False,False,False,False
61.645,61.945,ゆ,ゆ,False,False,False,False,False
61.945,62.212,め,め,False,False,False,False,False
62.212,62.479,の,の,False,False,False,False,False
62.479,62.78,よ,よ,False,False,False,False,False
62.78,63.08,う,う,False,False,False,False,False
63.08,63.347,な,な,False,False,False,False,False
63.347,64.214,じ,じ,False,False,False,False,False
64.214,64.782,か,か,False,False,False,False,False
64.782,65.082,ん,ん,False,False,False,False,False
65.082,66.216,は,は,False,False,False,False,False
66.216,66.483,い,い,False,False,False,False,False
66.483,66.784,つ,つ,False,False,False,False,False
66.784,67.951,も,も,False,False,False,False,False
67.951,68.218,い,い,False,False,False,False,False
68.218,68.519,っ,っ,False,False,False,False,False
68.519,69.386,しゅ,しゅ,False,False,False,False,False
69.386,70.22,ん,ん,False,False,False,False,False
70.22,71.088,の,の,False,False,False,False,False
71.088,71.922,き,き,False,False,False,False,False
71.922,72.79,ら,ら,False,False,False,False,False
72.79,73.09,め,め,False,False,False,False,False
73.09,73.357,き,き,False,False,False,False,False
73.357,73.657,で,で,False,False,False,False,False
73.657,74.792,も,も,False,False,False,False,False
74.792,75.059,と,と,False,False,False,False,False
75.059,75.359,て,て,False,False,False,False,False
75.359,75.793,も,も,False,False,False,False,False
75.793,75.926,た,た,False,False,False,False,False
75.926,76.226,い,い,False,False,False,False,False
76.226,76.493,せ,せ,False,False,False,False,False
76.493,76.76,つ,つ,False,False,False,False,False
76.76,77.061,な,な,False,False,False,False,False
77.061,77.327,も,も,False,False,False,False,False
77.327,77.628,の,の,False,False,False,False,False
77.628,78.195,を,を,False,False,False,False,False
78.195,78.495,お,お,False,False,False,False,False
78.495,78.762,も,も,False,False,False,False,False
78.762,79.196,い,い,False,False,False,False,False
79.196,79.363,で,で,False,False,False,False,False
79.363,79.63,に,に,False,False,False,False,False
79.63,79.93,の,の,False,False,False,False,False
79.93,80.23,こ,こ,False,False,False,False,False
80.23,80.497,し,し,False,False,False,False,False
80.497,81.665,て,て,False,False,False,False,False
81.665,81.932,わ,わ,False,False,False,False,False
81.932,82.232,た,た,False,False,False,False,False
82.232,82.633,し,し,False,False,False,False,False
82.633,82.8,を,を,False,False,False,False,False
82.8,83.1,きょ,きょ,False,False,False,False,False
83.1,83.367,う,う,False,False,False,False,False
83.367,83.667,も,も,False,False,False,False,False
83.667,83.934,あ,あ,False,False,False,False,False
83.934,84.234,た,た,False,False,False,False,False
84.234,84.501,た,た,False,False,False,False,False
84.501,84.802,め,め,False,False,False,False,False
84.802,85.102,て,て,False,False,False,False,False
85.102,85.369,く,く,False,False,False,False,False
85.369,85.669,れ,れ,False,False,False,False,False
85.669,87.371,る,る,False,False,False,False,False
87.371,88.238,な,な,False,False,False,False,False
88.238,89.073,が,が,False,False,False,False,False
89.073,89.64,れ,れ,False,False,False,False,False
89.64,89.94,ぼ,ぼ,False,False,False,False,False
89.94,90.207,し,し,False,False,False,False,False
90.207,90.507,に,に,False,False,False,False,False
90.507,90.808,つ,つ,False,False,False,False,False
90.808,91.375,め,め,False,False,False,False,False
91.375,91.642,こ,こ,False,False,False,False,False
91.642,92.209,ん,ん,False,False,False,False,False
92.209,92.509,だ,だ,False,False,False,False,False
92.509,93.377,ね,ね,False,False,False,False,False
93.377,93.677,が,が,False,False,False,False,False
93.677,93.944,い,い,False,False,False,False,False
93.944,94.244,ご,ご,False,False,False,False,False
94.244,95.345,と,と,False,False,False,False,False
95.345,95.612,ま,ま,False,False,False,False,False
95.612,95.913,た,た,False,False,False,False,False
95.913,96.213,あ,あ,False,False,False,False,False
96.213,96.48,し,し,False,False,False,False,False
96.48,97.347,た,た,False,False,False,False,False
97.347,97.648,え,え,False,False,False,False,False
97.648,97.915,が,が,False,False,False,False,False
97.915,98.182,お,お,False,False,False,False,False
98.182,99.049,で,で,False,False,False,False,False
99.049,99.349,あ,あ,False,False,False,False,False
99.349,99.917,え,え,False,False,False,False,False
99.917,100.484,ま,ま,False,False,False,False,False
100.484,100.784,す,す,False,False,False,False,False
100.784,101.051,よ,よ,False,False,False,False,False
101.051,101.919,う,う,False,False,False,False,False
101.919,102.786,に,に,False,False,False,False,False
102.786,103.387,と,と,False,False,False,False,False
103.387,103.654,じ,じ,False,False,False,False,False
103.654,103.921,た,た,False,False,False,False,False
103.921,104.221,ま,ま,False,False,False,False,False
104.221,104.488,ぶ,ぶ,False,False,False,False,False
