start,end,token,cleaned_token,overlap
7.358,7.558,い,い,False
7.558,7.725,つ,つ,False
7.725,7.958,で,で,False
7.958,8.158,も,も,False
8.158,8.359,あ,あ,False
8.359,8.525,い,い,False
8.525,8.659,らぶ,らぶ,False
8.659,8.959,ゆー.,ゆー,False
8.959,9.159,き,き,False
9.159,9.36,み,み,False
9.36,9.56,に,に,False
9.56,9.76,てい,てい,False
9.76,9.96,く,く,False
9.96,10.16,き,き,False
10.16,10.26,す,す,False
10.26,10.561,みー.,みー,False
10.561,10.761,わ,わ,False
10.761,10.961,す,す,False
10.961,11.161,れ,れ,False
11.161,11.328,ら,ら,False
11.328,11.528,れ,れ,False
11.528,11.762,ない,ない,False
11.762,11.862,か,か,False
11.862,12.162,ら,ら,False
12.162,12.363,ぼ,ぼ,False
12.363,12.563,く,く,False
12.563,12.763,の,の,False
12.763,12.997,だ,だ,False
12.997,13.063,い,い,False
13.063,13.163,じ,じ,False
13.163,13.364,な,な,False
13.364,13.764,め,め,False
13.764,13.964,も,も,False
13.964,14.331,りー,りー,False
14.331,14.565,ど,ど,False
14.565,14.732,ら,ら,False
14.732,14.932,や,や,False
14.932,15.032,き,き,False
15.032,15.299,は,は,False
15.299,15.532,しゅ,しゅ,False
15.532,15.766,しょ,しょ,False
15.766,15.933,く,く,False
15.933,16.166,に,に,False
16.166,16.333,な,な,False
16.333,16.567,れ,れ,False
16.567,16.667,な,な,False
16.667,16.967,い,い,False
16.967,17.167,な,な,False
17.167,17.368,ら,ら,False
17.368,17.568,ば,ば,False
17.568,17.768,う,う,False
17.768,17.968,わ,わ,False
17.968,18.168,が,が,False
18.168,18.302,き,き,False
18.302,18.569,し,し,False
18.569,18.769,ちゃ,ちゃ,False
18.769,18.969,え,え,False
18.969,19.169,ば,ば,False
19.169,19.403,ぼ,ぼ,False
19.403,19.536,く,く,False
19.536,19.737,の,の,False
19.737,20.17,お,お,False
20.17,20.27,も,も,False
20.27,20.371,い,い,False
20.371,20.571,ど,ど,False
20.571,20.771,お,お,False
20.771,21.171,り,り,False
33.55,34.151,ずっ,ずっ,False
34.151,34.351,と,と,False
34.351,34.952,そ,そ,False
34.952,35.152,ば,ば,False
35.152,35.352,で,で,False
35.352,35.552,み,み,False
35.552,35.753,て,て,False
35.753,35.953,る,る,False
35.953,36.754,よ,よ,False
36.754,37.388,ばっ,ばっ,False
37.388,37.554,く,く,False
37.554,38.155,あっ,あっ,False
38.155,38.355,ぷ,ぷ,False
38.355,38.555,は,は,False
38.555,38.756,ま,ま,False
38.756,38.956,か,か,False
38.956,39.156,せ,せ,False
39.156,39.957,て,て,False
39.957,40.557,ひ,ひ,False
40.557,40.724,だ,だ,False
40.724,41.325,り,り,False
41.325,41.558,か,か,False
41.558,41.759,ら,ら,False
41.759,41.925,み,み,False
41.925,42.159,ぎ,ぎ,False
42.159,42.359,へ,へ,False
42.359,43.16,と,と,False
43.16,43.727,で,で,False
43.727,43.961,き,き,False
43.961,44.561,ご,ご,False
44.561,44.762,と,と,False
44.762,44.962,が,が,False
44.962,45.162,あっ,あっ,False
45.162,45.362,ち,ち,False
45.362,45.529,こっ,こっ,False
45.529,45.763,ち,ち,False
45.763,45.929,どっ,どっ,False
45.929,46.363,ち,ち,False
46.363,46.964,き,き,False
46.964,47.164,み,み,False
47.164,47.765,は,は,False
47.765,47.965,こ,こ,False
47.965,48.165,こ,こ,False
48.165,48.365,に,に,False
48.365,48.565,い,い,False
48.565,48.766,る,る,False
48.766,49.566,の？,の,False
49.566,50.167,ばー,ばー,False
50.167,50.367,す,す,False
50.367,50.968,でい,でい,False
50.968,51.135,ま,ま,False
51.135,51.368,だ,だ,False
51.368,51.568,さ,さ,False
51.568,51.769,き,き,False
51.769,51.935,で,で,False
51.935,52.736,しょ？,しょ,False
52.736,53.337,いい,いい,False
53.337,53.537,か,か,False
53.537,54.138,げん,げん,False
54.138,54.338,に,に,False
54.338,54.538,こ,こ,False
54.538,54.738,ゆ,ゆ,False
54.738,54.938,び,び,False
54.938,55.139,か,か,False
55.139,55.939,ら,ら,False
55.939,56.54,み,み,False
56.54,56.74,え,え,False
56.74,57.241,な,な,False
57.241,57.341,い,い,False
57.341,57.541,い,い,False
57.541,57.741,と,と,False
57.741,57.908,しゅ,しゅ,False
57.908,58.108,ちょ,ちょ,False
58.108,58.342,う,う,False
58.342,58.542,し,し,False
58.542,58.742,な,な,False
58.742,59.343,い,い,False
59.343,59.543,か,か,False
59.543,59.676,わ,わ,False
59.676,59.777,い,い,False
59.777,59.943,た,た,False
59.943,60.144,しん,しん,False
60.144,60.344,ぞう,ぞう,False
60.344,60.544,の,の,False
60.544,60.644,お,お,False
60.644,60.878,と,と,False
60.878,60.978,あ,あ,False
60.978,61.078,わ,わ,False
61.078,61.145,い,い,False
61.145,61.378,う,う,False
61.378,61.545,わ,わ,False
61.545,61.779,ご,ご,False
61.779,62.146,と,と,False
62.146,62.279,しゃ,しゃ,False
62.279,62.346,く,く,False
62.346,62.546,に,に,False
62.546,62.713,さ,さ,False
62.713,62.946,わ,わ,False
62.946,63.113,る,る,False
63.113,63.347,なん,なん,False
63.347,63.547,て,て,False
63.547,63.647,き,き,False
63.647,63.747,に,に,False
63.747,63.847,し,し,False
63.847,63.914,て,て,False
63.914,64.148,る,る,False
64.148,64.248,か,か,False
64.248,64.348,ら,ら,False
64.348,64.481,に,に,False
64.481,64.548,き,き,False
64.548,64.748,まっ,まっ,False
64.748,64.948,てん,てん,False
64.948,65.282,じゃん,じゃん,False
65.282,65.382,そ,そ,False
65.382,65.482,れ,れ,False
65.482,65.549,で,で,False
65.549,65.749,も,も,False
65.749,65.949,しん,しん,False
65.949,66.15,じ,じ,False
66.15,66.25,て,て,False
66.25,66.35,し,し,False
66.35,66.45,あ,あ,False
66.45,66.55,わ,わ,False
66.55,66.717,せ,せ,False
66.717,66.95,に,に,False
66.95,67.084,な,な,False
67.084,67.151,る,る,False
67.151,67.351,よう,よう,False
67.351,67.551,に,に,False
67.551,67.751,れい,れい,False
67.751,67.851,ぎ,ぎ,False
67.851,67.951,た,た,False
67.951,68.052,だ,だ,False
68.052,68.152,し,し,False
68.152,68.552,く,く,False
68.552,68.619,ま,ま,False
68.619,68.719,ず,ず,False
68.719,68.852,は,は,False
68.852,68.952,さ,さ,False
68.952,69.053,さ,さ,False
69.053,69.153,い,い,False
69.153,69.353,な,な,False
69.353,69.453,あ,あ,False
69.453,69.553,い,い,False
69.553,69.686,さ,さ,False
69.686,69.753,つ,つ,False
69.753,69.853,と,と,False
69.853,69.953,こ,こ,False
69.953,70.087,か,か,False
70.087,70.354,ら,ら,False
70.354,70.521,are,,False
70.521,70.654,you,,False
70.654,70.954,rea,,False
70.954,71.355,dy?,,False
71.355,71.555,い,い,False
71.555,71.755,つ,つ,False
71.755,71.955,で,で,False
71.955,72.189,も,も,False
72.189,72.356,あ,あ,False
72.356,72.523,い,い,False
72.523,72.656,らぶ,らぶ,False
72.656,72.956,ゆー.,ゆー,False
72.956,73.157,き,き,False
73.157,73.39,み,み,False
73.39,73.557,に,に,False
73.557,73.757,てい,てい,False
73.757,73.957,く,く,False
73.957,74.158,き,き,False
74.158,74.258,す,す,False
74.258,74.558,みー.,みー,False
74.558,74.758,わ,わ,False
74.758,74.958,す,す,False
74.958,75.159,れ,れ,False
75.159,75.359,ら,ら,False
75.359,75.526,れ,れ,False
75.526,75.759,ない,ない,False
75.759,75.826,か,か,False
