start,end,token,exclude
0.0,24.408,<silence>,False
24.408,24.575,さ,False
24.575,24.908,さ,False
24.908,25.109,い,False
25.109,25.442,な,False
25.442,25.776,こ,False
25.776,27.144,と,False
27.144,27.344,さ,False
27.344,27.678,さ,False
27.678,27.845,く,False
27.845,28.178,れ,False
28.178,28.379,だ,False
28.379,28.545,っ,True
28.545,29.713,て,False
29.713,29.88,い,False
29.88,30.08,つ,False
30.08,30.414,の,False
30.414,30.581,ま,False
30.581,30.748,に,False
30.748,31.281,か,False
31.281,31.648,い,False
31.648,31.782,た,False
31.782,31.982,み,False
31.982,32.483,だ,False
32.483,32.683,し,False
32.683,33.183,て,False
33.183,33.35,い,False
33.35,35.352,た,False
35.352,35.552,ひ,False
35.552,35.919,と,False
35.919,36.12,り,False
36.12,36.387,じゃ,False
36.387,36.587,な,False
36.587,36.754,い,False
36.754,38.122,って,True
38.122,38.288,わ,False
38.288,38.422,か,False
38.422,38.655,っ,True
38.655,38.822,て,False
38.822,39.156,る,False
39.156,39.49,け,False
39.49,40.724,ど,False
40.724,40.891,ど,False
40.891,41.058,う,False
41.058,41.392,し,False
41.392,41.592,て,False
41.592,41.892,も,False
41.892,42.259,こ,False
42.259,42.76,ど,False
42.76,43.16,く,False
43.16,43.46,に,False
43.46,43.827,の,False
43.827,44.161,ま,False
44.161,44.328,れ,False
44.328,44.528,そ,False
44.528,45.329,う,False
45.329,47.064,<silence>,False
47.064,47.231,お,False
47.231,47.564,な,False
47.564,47.731,じ,False
47.731,48.098,ば,False
48.098,48.432,しょ,False
48.432,48.766,で,False
48.766,48.932,つ,False
48.932,49.099,ま,False
49.099,49.299,ず,False
49.299,49.633,い,False
49.633,49.8,て,False
49.8,51.668,も,False
51.668,51.835,す,False
51.835,52.169,こ,False
52.169,52.336,し,False
52.336,52.536,ず,False
52.536,52.87,つ,False
52.87,53.203,す,False
53.203,53.404,す,False
53.404,53.57,ん,False
53.57,53.904,で,False
53.904,54.271,い,False
54.271,54.405,け,False
54.405,54.571,れ,False
54.571,54.772,ば,False
54.772,54.938,い,False
54.938,55.105,い,False
55.105,55.305,か,False
55.305,58.008,ら,False
58.008,58.175,ふ,False
58.175,58.509,れ,False
58.509,58.709,ら,False
58.709,59.043,れ,False
59.043,59.343,な,False
59.343,59.743,く,False
59.743,59.943,て,False
59.943,60.077,も,False
60.077,60.244,こ,False
60.244,60.611,こ,False
60.611,60.778,に,False
60.778,62.646,は,False
62.646,62.846,た,False
62.846,63.313,し,False
63.313,63.514,か,False
63.514,63.814,な,False
63.814,64.181,ひ,False
64.181,64.515,か,False
64.515,64.882,り,False
64.882,65.249,あ,False
65.249,65.382,る,False
65.382,65.582,ん,False
65.582,68.285,だ,False
68.285,68.452,ぼ,False
68.452,68.952,く,False
68.952,69.153,ら,False
69.153,70.487,は,False
70.487,70.788,ち,False
70.788,71.021,る,False
71.021,71.221,ま,False
71.221,72.589,で,False
72.589,73.023,ず,False
73.023,73.257,っ,True
73.257,73.757,と,False
73.757,73.924,さ,False
73.924,74.291,ば,False
74.291,74.458,い,False
74.458,74.591,ば,False
74.591,76.026,あ,False
76.026,76.293,み,False
76.293,76.56,ち,False
76.56,76.727,な,False
76.727,77.895,き,False
77.895,78.095,み,False
78.095,78.429,ち,False
78.429,78.595,を,False
78.595,78.762,ゆ,False
78.762,79.263,く,False
79.263,79.43,だ,False
79.43,79.93,れ,False
79.93,80.13,も,False
80.13,81.432,が,False
81.432,81.732,ま,False
81.732,81.999,よ,False
81.999,82.199,え,False
82.199,83.534,る,False
83.534,84.034,こ,False
84.034,84.234,ひ,False
84.234,84.735,つ,False
84.735,84.902,じ,False
84.902,85.235,な,False
85.235,85.436,ん,False
85.436,86.97,だ,False
86.97,87.271,き,False
87.271,87.504,か,False
87.504,87.671,せ,False
87.671,89.006,て,False
89.006,89.206,ち,False
89.206,89.406,い,False
89.406,89.573,さ,False
89.573,89.74,な,False
89.74,90.074,こ,False
90.074,90.441,と,False
90.441,91.775,も,False
91.775,93.143,ah,True
93.143,93.343,か,False
93.343,93.51,ん,False
93.51,93.677,ぺ,False
93.677,94.011,き,False
94.011,94.344,じゃ,False
94.344,94.578,な,False
94.578,94.711,く,False
94.711,94.878,て,False
94.878,95.746,も,False
95.746,95.813,ま,False
95.813,95.913,え,False
95.913,96.213,を,False
96.213,96.547,む,False
96.547,96.914,け,False
96.914,97.281,た,False
97.281,97.614,の,False
97.614,97.781,な,False
97.781,98.115,ら,False
98.115,98.215,き,False
98.215,98.315,っ,True
98.315,99.817,と,False
99.817,100.017,つ,False
100.017,100.384,な,False
100.384,100.517,が,False
100.517,100.717,っ,True
100.717,100.918,て,False
100.918,101.051,い,False
101.051,103.987,く,False
103.987,104.154,お,False
104.154,104.521,わ,False
104.521,104.655,り,False
104.655,105.022,の,False
105.022,105.355,な,False
105.355,106.723,い,False
106.723,106.89,や,False
106.89,107.257,み,False
107.257,107.424,の,False
107.424,107.724,な,False
107.724,108.092,か,False
108.092,109.259,で,False
109.259,109.426,う,False
109.426,109.626,つ,False
109.626,109.96,む,False
109.96,110.127,い,False
110.127,110.294,て,False
110.294,110.828,は,False
110.828,111.195,あ,False
111.195,111.361,ふ,False
111.361,111.495,れ,False
111.495,111.829,だ,False
111.829,112.029,す,False
112.029,112.196,た,False
112.196,112.696,め,False
112.696,112.863,い,False
112.863,114.932,き,False
114.932,115.099,で,False
115.099,115.432,ぐ,False
115.432,115.632,ち,False
115.632,115.966,の,False
115.966,116.3,な,False
116.3,117.668,い,False
117.668,117.835,こ,False
117.835,118.202,と,False
118.202,118.368,ば,False
118.368,118.702,か,False
118.702,119.036,り,False
119.036,120.237,を,False
120.237,120.437,か,False
120.437,120.604,ん,False
120.604,120.938,が,False
120.938,121.105,え,False
121.105,121.438,て,False
121.438,121.772,ま,False
121.772,122.272,た,False
122.272,122.639,く,False
122.639,122.973,り,False
122.973,123.373,か,False
123.373,123.607,え,False
123.607,123.841,し,False
123.841,124.875,て,False
124.875,126.577,<silence>,False
126.577,126.743,う,False
126.743,127.111,ま,False
127.111,127.244,く,False
127.244,127.611,つ,False
127.611,127.945,た,False
127.945,128.278,え,False
128.278,128.445,ら,False
128.445,128.645,れ,False
128.645,128.812,な,False
128.812,129.146,く,False
129.146,129.346,て,False
129.346,131.215,も,False
131.215,131.415,こ,False
131.415,131.915,と,False
131.915,132.116,ば,False
132.116,132.449,を,False
132.449,132.783,か,False
132.783,133.117,さ,False
133.117,133.45,ね,False
133.45,133.817,て,False
133.817,133.984,み,False
133.984,134.151,た,False
134.151,134.318,い,False
134.318,134.651,ん,False
134.651,134.852,だ,False
134.852,137.588,よ,False
137.588,137.754,ふ,False
137.754,138.088,み,False
138.088,138.255,だ,False
138.255,138.589,す,False
138.589,138.755,い,False
138.755,138.956,っ,True
138.956,139.289,ぽ,False
139.289,139.456,は,False
139.456,139.623,こ,False
139.623,139.823,わ,False
139.823,140.124,く,False
140.124,140.324,て,False
140.324,142.192,も,False
142.192,142.392,そ,False
142.392,142.86,の,False
142.86,143.06,さ,False
143.06,143.393,き,False
143.393,143.727,の,False
143.727,143.927,け,False
143.927,144.061,し,False
144.061,144.428,き,False
144.428,144.595,み,False
144.595,144.828,た,False
144.828,144.962,い,False
144.962,145.129,ん,False
145.129,147.831,だ,False
147.831,148.031,て,False
148.031,148.499,ん,False
148.499,148.699,し,False
148.699,150.067,と,False
150.067,150.367,あ,False
150.367,150.567,く,False
150.567,150.767,ま,False
150.767,152.069,が,False
152.069,152.569,つ,False
152.569,152.836,い,False
152.836,153.337,て,False
153.337,153.504,る,False
153.504,154.004,か,False
154.004,155.539,ら,False
155.539,155.806,い,False
155.806,156.073,つ,False
156.073,156.273,で,False
156.273,157.407,も,False
157.407,157.608,す,False
157.608,157.975,ぐ,False
157.975,158.142,そ,False
158.142,158.275,ば,False
158.275,158.809,に,False
158.809,158.976,あ,False
158.976,159.476,ら,False
159.476,159.676,な,False
159.676,161.044,み,False
161.044,161.311,だ,False
161.311,161.545,ら,False
161.545,161.745,け,False
161.745,163.08,の,False
163.08,163.38,せ,False
163.38,163.58,ん,False
163.58,163.78,じょ,False
163.78,164.248,う,False
164.248,164.448,が,False
164.448,164.815,な,False
164.815,164.982,ん,False
164.982,166.517,だ,False
166.517,166.783,ぼ,False
166.783,167.017,く,False
167.017,167.217,ら,False
167.217,168.585,は,False
168.585,168.752,き,False
168.752,168.919,っ,True
168.919,169.086,と,False
169.086,169.253,だ,False
169.253,169.586,い,False
169.586,169.987,じょ,False
169.987,171.021,う,False
171.021,171.355,ぶ,False
171.355,172.723,ah,True
172.723,173.056,い,False
173.056,173.29,た,False
173.29,173.59,み,False
173.59,173.924,の,False
173.924,174.091,ぶ,False
174.091,174.258,ん,False
174.258,174.424,だ,False
174.424,175.292,け,False
175.292,175.359,つ,False
175.359,175.459,よ,False
175.459,175.826,く,False
175.826,176.16,な,False
176.16,176.493,れ,False
176.493,176.86,て,False
176.86,177.06,る,False
177.06,177.194,ん,False
177.194,177.694,だ,False
177.694,177.861,って,True
177.861,179.563,さ,False
179.563,179.763,し,False
179.763,179.93,ん,False
179.93,180.23,じ,False
180.23,180.631,て,False
180.631,183.867,る,False
183.867,191.575,<silence>,False
191.575,191.708,し,False
191.708,191.875,ら,False
191.875,192.242,ず,False
192.242,192.376,に,False
192.376,192.709,ふ,False
192.709,192.943,つ,False
192.943,193.277,う,False
193.277,193.577,の,False
193.577,193.81,お,False
193.81,194.111,り,False
194.111,194.645,に,False
194.645,194.778,と,False
194.778,195.012,ら,False
195.012,195.212,わ,False
195.212,195.512,れ,False
195.512,195.679,て,False
195.679,195.879,い,False
195.879,196.013,た,False
196.013,196.346,む,False
196.346,196.547,い,False
196.547,196.88,し,False
196.88,197.214,き,False
197.214,198.215,を,False
198.215,198.415,そ,False
198.415,198.582,っ,True
198.582,199.55,と,False
199.55,199.783,か,False
199.783,199.983,い,False
199.983,200.15,ほ,False
200.15,200.551,う,False
200.551,200.817,し,False
200.817,201.285,て,False
201.285,201.485,み,False
201.485,201.852,て,False
201.852,202.152,よ,False
