start,end,token,cleaned_token,overlap
12.363,12.529,い,い,False
12.529,12.696,つ,つ,False
12.696,12.863,の,の,False
12.863,13.03,ま,ま,False
13.03,13.197,に,に,False
13.197,13.364,か,か,False
13.364,13.53,み,み,False
13.53,13.697,つ,つ,False
13.697,13.864,け,け,False
13.864,14.031,て,て,False
14.031,14.498,た,た,False
14.498,14.698,と,と,False
14.698,14.965,お,お,False
14.965,15.165,い,い,False
15.165,15.332,ゆ,ゆ,False
15.332,17.968,め,め,False
17.968,18.102,ひ,ひ,False
18.102,18.268,と,と,False
18.268,18.435,り,り,False
18.435,18.635,じゃ,じゃ,False
18.635,18.802,み,み,False
18.802,18.969,え,え,False
18.969,19.269,な,な,False
19.269,19.603,かっ,かっ,False
19.603,19.937,た,た,False
19.937,20.27,け,け,False
20.27,20.437,し,し,False
20.437,22.406,き,き,False
22.406,22.74,な,な,False
22.74,23.073,み,み,False
23.073,23.273,う,う,False
23.273,23.574,つ,つ,False
23.574,23.741,か,か,False
23.741,23.907,ぜ,ぜ,False
23.907,24.241,の,の,False
24.241,24.408,ね,ね,False
24.408,25.042,と,と,False
25.042,25.376,か,か,False
25.376,25.542,そ,そ,False
25.542,25.709,く,く,False
25.709,25.876,し,し,False
25.876,26.043,て,て,False
26.043,26.21,い,い,False
26.21,26.377,く,く,False
26.377,26.543,お,お,False
26.543,26.71,も,も,False
26.71,26.844,い,い,False
26.844,28.679,に,に,False
28.679,29.013,と,と,False
29.013,29.346,ま,ま,False
29.346,29.68,ど,ど,False
29.68,30.014,い,い,False
30.014,30.314,を,を,False
30.314,30.514,お,お,False
30.514,30.814,ぼ,ぼ,False
30.814,31.015,え,え,False
31.015,32.95,た,た,False
32.95,33.117,ず,ず,False
33.117,33.317,っ,っ,False
33.317,33.951,と,と,False
33.951,34.251,お,お,False
34.251,34.418,い,い,False
34.418,34.752,か,か,False
34.752,34.952,け,け,False
34.952,35.586,た,た,False
35.586,35.919,り,り,False
35.919,36.286,そ,そ,False
36.286,36.453,う,う,False
36.453,36.754,の,の,False
36.754,37.087,す,す,False
37.087,37.421,が,が,False
37.421,37.588,た,た,False
37.588,38.255,は,は,False
38.255,38.589,ま,ま,False
38.589,39.223,だ,だ,False
39.223,39.556,と,と,False
39.556,39.89,ど,ど,False
39.89,40.224,か,か,False
40.224,40.557,な,な,False
40.557,40.891,く,く,False
40.891,41.225,て,て,False
41.225,41.592,と,と,False
41.592,41.725,お,お,False
41.725,42.026,い,い,False
42.026,42.192,け,け,False
42.192,43.494,ど,ど,False
43.494,43.66,き,き,False
43.66,43.861,っ,っ,False
43.861,44.161,と,と,False
44.161,44.328,こ,こ,False
44.328,44.661,の,の,False
44.661,44.828,しゅ,しゅ,False
44.828,44.995,ん,ん,False
44.995,45.329,か,か,False
45.329,45.496,ん,ん,False
45.496,45.996,を,を,False
45.996,46.13,か,か,False
46.13,46.33,け,け,False
46.33,46.497,が,が,False
46.497,46.73,え,え,False
46.73,46.93,な,な,False
46.93,47.131,い,い,False
47.131,47.398,み,み,False
47.398,47.631,ん,ん,False
47.631,47.798,な,な,False
47.798,48.632,で,で,False
48.632,48.799,と,と,False
48.799,48.966,も,も,False
48.966,49.133,に,に,False
49.133,49.633,い,い,False
49.633,50.134,く,く,False
50.134,50.601,よ!,よ,False
50.601,50.768,て,て,False
50.768,50.934,を,を,False
50.934,51.101,つ,つ,False
51.101,51.435,な,な,False
51.435,51.602,い,い,False
51.602,51.735,で,で,False
51.735,52.236,3.,,False
52.236,52.736,2.,,False
52.736,53.237,1!,,False
53.237,53.404,か,か,False
53.404,53.57,が,が,False
53.57,53.737,や,や,False
53.737,54.038,き,き,False
54.038,54.238,や,や,False
54.238,54.571,ど,ど,False
54.571,54.738,し,し,False
54.738,56.707,て,て,False
56.707,57.041,ゆ,ゆ,False
57.041,57.374,め,め,False
57.374,57.541,の,の,False
57.541,57.875,ば,ば,False
57.875,58.042,しょ,しょ,False
58.042,58.675,へ!,へ,False
