start,end,token,cleaned_token,overlap
2.677,2.777,(grow,,False
2.777,2.977,up!,,False
2.977,3.244,nah,,False
3.244,3.609,mean?),,False
4.345,5.479,(track,,False
5.479,5.68,gi,,False
5.68,6.079,ga),,False
12.787,13.154,hey,,False
13.154,13.521,hey,,False
13.521,13.921,hey,,False
13.921,14.121,hey,,False
14.121,14.288,れっ,れっ,False
14.288,14.488,とう,とう,False
14.488,14.689,じょう,じょう,False
14.689,14.889,とう,とう,False
14.889,15.056,bring,,False
15.056,15.256,it,,False
15.256,15.621,on,,False
15.79,16.123,hey,,False
16.123,16.524,hey,,False
16.524,16.891,hey,,False
16.891,17.124,hey,,False
17.124,17.291,れっ,れっ,False
17.291,17.491,とう,とう,False
17.491,17.692,じょう,じょう,False
17.692,17.892,じょう,じょう,False
17.892,17.959,ふ,ふ,False
17.959,18.092,みん,みん,False
18.092,18.225,に,に,False
18.225,18.459,ほ,ほ,False
18.459,18.793,ん,ん,False
18.793,18.993,こ,こ,False
18.993,19.193,ど,ど,False
19.193,19.36,も,も,False
19.36,19.527,だ,だ,False
19.527,19.694,ま,ま,False
19.694,19.894,し,し,False
19.894,20.127,の,の,False
20.127,20.294,マ,マ,False
20.294,20.494,セ,セ,False
20.494,20.661,マ,マ,False
20.661,20.861,ティ,ティ,False
20.861,21.395,カ,カ,False
21.395,21.495,バ,バ,False
21.495,21.595,レ,レ,False
21.595,21.896,てん,てん,False
21.896,22.129,だっ,だっ,False
22.129,22.33,て,て,False
22.33,22.496,そ,そ,False
22.496,22.663,ん,ん,False
22.663,22.763,な,な,False
22.763,22.93,のっ,のっ,False
22.93,23.13,て,て,False
23.13,23.23,プ,プ,False
23.23,23.397,ライ,ライ,False
23.397,23.698,ド,ド,False
23.698,23.898,が,が,False
23.898,23.998,な,な,False
23.998,24.265,い,い,False
24.265,24.799,や,や,False
24.799,24.999,ご,ご,False
24.999,25.166,りっ,りっ,False
25.166,25.366,ぱ,ぱ,False
25.366,25.499,け,け,False
25.499,25.7,い,い,False
