start,end,token,cleaned_token,overlap
17.634,17.835,ね,ね,False
17.835,18.669,え,え,False
18.669,18.869,「お,お,False
18.869,19.069,は,は,False
19.069,19.236,よ,よ,False
19.236,19.503,う」,う,False
19.503,19.703,の,の,False
19.703,19.937,あ,あ,False
19.937,20.971,と,と,False
20.971,21.171,も,も,False
21.171,22.039,う,う,False
22.039,22.206,お,お,False
22.206,22.439,ち,ち,False
22.439,22.639,こ,こ,False
22.639,22.84,ん,ん,False
22.84,23.073,で,で,False
23.073,23.273,る,る,False
23.273,24.308,の,の,False
24.308,25.376,あぁ,あぁ,False
25.376,25.576,や,や,False
25.576,25.776,り,り,False
25.776,25.976,た,た,False
25.976,26.21,い,い,False
26.21,26.41,こ,こ,False
26.41,26.61,と,と,False
26.61,27.478,も,も,False
27.478,27.678,こ,こ,False
27.678,28.178,わ,わ,False
28.178,28.746,い,い,False
28.746,28.946,か,か,False
28.946,29.146,ら,ら,False
29.146,29.38,や,や,False
29.38,29.58,め,め,False
29.58,29.78,に,に,False
29.78,30.014,し,し,False
30.014,30.114,た,た,False
30.114,31.048,い,い,False
31.048,31.648,もう,もう,False
31.648,32.316,ちょっ,ちょっ,False
32.316,32.95,と,と,False
32.95,33.15,だ,だ,False
33.15,33.35,け,け,False
33.35,33.55,の,の,False
33.55,33.784,じ,じ,False
33.784,34.385,ぶん,ぶん,False
34.385,35.019,「もう,もう,False
35.019,35.652,いっ,いっ,False
35.652,36.253,ぽ,ぽ,False
36.253,36.487,が,が,False
36.487,36.687,ふ,ふ,False
36.687,36.92,み,み,False
36.92,37.121,だ,だ,False
37.121,37.321,せ,せ,False
37.321,38.155,ない」,ない,False
38.155,38.355,そ,そ,False
38.355,38.589,う,う,False
38.589,38.789,い,い,False
38.789,38.989,え,え,False
38.989,39.189,ば,ば,False
39.189,39.623,おっ,おっ,False
39.623,40.057,けー,けー,False
40.057,40.457,だっ,だっ,False
40.457,41.525,た,た,False
41.525,41.725,に,に,False
41.725,41.959,げ,げ,False
41.959,42.359,て,て,False
42.359,42.593,い,い,False
42.593,42.993,ら,ら,False
42.993,43.193,れ,れ,False
43.193,44.261,た,た,False
44.261,44.461,で,で,False
44.461,45.095,も,も,False
45.095,45.295,き,き,False
45.295,45.529,み,み,False
45.529,45.729,が,が,False
45.729,45.929,わ,わ,False
45.929,46.363,らっ,らっ,False
46.363,47.097,て,て,False
47.097,47.398,「そ,そ,False
47.398,47.598,れ,れ,False
47.598,47.798,で,で,False
47.798,48.432,も,も,False
48.432,48.632,い,い,False
48.632,48.866,い」,い,False
48.866,49.066,と,と,False
49.066,49.299,い,い,False
49.299,49.5,う,う,False
49.5,49.7,ん,ん,False
49.7,49.9,だ,だ,False
