start,end,token,exclude
0.0,1.285,<silence>,False
1.285,3.954,歌唱：癒月ちょこ、猫又おかゆ、宝鐘マリン、,True
3.954,6.623,歌唱：白銀ノエル、常闇トワ、,True
6.623,9.293,歌唱：雪花ラミィ、パヴォリア・レイネ、,True
9.293,11.295,h.o.l.i.c&nbsp;&nbsp;ah,True
9.293,11.962,歌唱：セレス・ファウナ、オーロ・クロニー,True
11.295,11.628,h.o.l.i.c,True
11.628,11.962,ah,True
11.962,14.698,作詞：藤村鼓乃美,True
11.962,22.639,アバンチュール♡ホリック／hololiveidolproject,True
14.098,14.431,wow,True
14.431,14.698,wow,True
14.698,17.301,作曲：彦田元気,True
16.133,16.467,oh,True
16.467,16.8,oh,True
16.8,17.134,oh,True
17.134,17.301,oh,True
17.301,19.97,編曲：彦田元気,True
19.436,19.737,wow,True
19.737,19.97,wow,True
19.97,22.639,mixingengineer：石塚陽大（hifumiinc.）,True
22.773,23.04,は,False
23.04,23.307,じ,False
23.307,23.44,ま,False
23.44,23.607,ちゃ,False
23.607,23.807,う,False
23.807,24.108,よ,False
24.108,24.775,か,False
24.775,25.442,ん,False
24.608,24.775,ま,False
24.775,24.942,だ,False
24.942,25.109,ま,False
25.109,25.442,だ,False
25.442,25.609,い,False
25.609,25.943,け,False
25.943,26.11,な,False
26.11,26.443,い,False
26.443,26.777,あ,False
26.777,27.111,ば,False
27.111,27.277,ん,False
27.277,27.444,ちゅ,False
27.444,27.611,ー,False
27.611,28.112,る,False
28.112,28.278,う,False
28.278,28.612,ず,False
28.612,28.779,う,False
28.779,29.113,ず,False
29.113,29.446,し,False
29.446,29.613,ちゃ,False
29.613,30.781,う,False
29.947,30.114,や,False
30.114,30.28,だ,False
30.28,30.447,や,False
30.447,30.781,だ,False
30.781,30.948,も,False
30.948,31.281,と,False
31.281,31.782,も,False
31.782,31.982,と,False
31.982,32.182,ほ,False
32.182,32.449,し,False
32.449,32.616,い,False
32.616,32.783,あ,False
32.783,32.95,い,False
32.95,33.417,ず,False
33.417,33.684,え,False
33.684,33.951,い,False
33.951,34.201,え,False
34.201,34.451,ん,False
34.451,34.785,に,False
34.785,35.035,お,False
35.035,35.285,も,False
35.285,35.452,え,False
35.452,35.619,る,False
35.619,35.87,い,False
35.87,36.12,ち,False
36.12,36.286,ま,False
36.12,36.954,びょ,False
36.954,37.788,う,False
36.286,36.453,だ,False
36.453,36.62,ま,False
36.62,36.787,だ,False
36.787,36.954,だ,False
36.954,37.121,め,False
37.121,37.454,よ,False
37.454,37.788,も,False
37.788,37.955,と,False
37.955,38.122,じ,False
38.122,38.288,ら,False
38.288,38.455,し,False
38.455,38.789,て,False
38.789,38.956,きゅ,False
38.956,39.123,う,False
39.123,39.29,に,False
39.29,39.456,ん,False
39.456,39.54,きゅ,False
39.54,39.623,う,False
39.623,39.706,い,False
39.706,39.79,ろ,False
40.124,40.291,と,False
40.291,40.457,り,False
40.457,40.624,こ,False
40.624,40.791,に,False
40.791,40.958,し,False
40.958,41.125,て,False
41.125,41.458,あ,False
41.425,41.592,な,False
41.458,41.625,げ,False
41.592,41.759,つ,False
41.625,43.127,る,False
41.759,41.925,の,False
41.925,42.092,せ,False
42.092,42.259,い,False
42.259,42.426,だ,False
42.426,42.793,よ,False
42.793,42.96,そ,False
42.96,43.127,う,False
43.127,43.293,だ,False
43.293,43.627,よ,False
43.927,44.177,あ,False
44.177,44.428,い,False
44.428,44.628,だ,False
44.628,44.795,け,False
44.795,45.129,じゃ,False
45.129,45.462,た,False
45.462,45.629,り,False
45.629,46.463,な,False
46.463,46.63,い,False
46.63,46.88,く,False
46.88,47.131,う,False
47.131,47.297,ふ,False
47.297,47.464,く,False
47.464,47.798,み,False
47.798,48.132,た,False
48.132,48.298,し,False
48.298,49.133,た,False
49.133,49.299,い,False
49.299,49.967,あ,False
49.8,49.967,き,False
49.967,50.217,け,False
50.217,50.467,ん,False
49.967,50.634,ぶ,False
50.467,50.801,な,False
50.634,51.301,え,False
50.801,50.968,ほ,False
50.968,51.135,ど,False
51.135,51.301,に,False
51.301,51.468,こ,False
51.301,51.969,ん,False
51.468,51.635,こ,False
51.635,51.935,ろ,False
51.935,52.136,み,False
51.969,52.302,と,False
52.136,52.302,た,False
52.302,52.469,さ,False
52.302,52.469,ゆ,False
52.469,52.636,う,False
52.469,52.636,れ,False
52.636,52.803,て,False
52.636,52.97,る,False
52.803,52.97,い,False
52.97,53.137,く,False
52.97,53.303,え,False
53.137,53.637,の,False
53.303,53.47,は,False
53.47,53.637,お,False
53.637,53.804,お,False
53.804,53.971,る,False
53.971,54.104,あ,False
54.104,54.271,い,False
54.271,54.405,く,False
54.405,54.755,さ,False
54.755,55.105,い,False
55.105,55.439,ぼ,False
55.439,55.773,う,False
55.773,55.939,と,False
55.939,56.44,け,False
56.44,56.607,あ,False
56.607,56.774,う,False
56.774,56.941,な,False
56.941,57.107,つ,False
57.107,57.274,の,False
57.274,57.608,あ,False
57.608,57.808,ば,False
57.808,58.075,ん,False
58.075,58.242,ちゅ,False
58.242,58.442,ー,False
58.442,59.443,る,False
59.443,59.61,く,False
59.61,59.777,せ,False
59.777,59.943,に,False
59.943,60.277,な,False
60.277,60.444,り,False
60.444,60.611,そ,False
