start,end,token,exclude
0.384,1.986,作詞：ohtora,True
0.384,6.757,シンメトリー／regloss,True
1.986,3.62,作曲：ohtora、maeshimasoshi,True
3.62,5.255,編曲：maeshimasoshi,True
5.255,6.757,歌唱：火威青、音乃瀬奏、一条莉々華、儒烏風亭らでん、轟はじめ,True
6.757,13.43,<silence>,False
13.43,13.63,さ,False
13.63,13.897,ざ,False
13.897,14.198,め,False
14.198,14.298,く,False
14.298,14.431,ま,False
14.431,14.565,ち,False
14.565,14.832,の,False
14.832,15.216,け,False
15.216,15.599,ん,False
15.599,16.099,そ,False
16.099,16.6,う,False
16.6,16.834,か,False
16.834,17.167,き,False
17.167,17.434,け,False
17.434,17.501,す,False
17.501,17.568,よ,False
17.568,17.634,う,False
17.634,17.801,に,False
17.801,17.884,げ,False
17.884,17.968,ん,False
17.968,18.335,を,False
18.335,18.736,は,False
18.736,19.169,じ,False
19.169,19.77,て,False
19.77,20.037,い,False
20.037,20.187,し,False
20.187,20.337,ん,False
20.337,20.404,ふ,False
20.404,20.52,ら,False
20.52,20.637,ん,False
20.637,20.971,に,False
20.971,21.188,さ,False
21.188,21.405,け,False
21.405,21.572,ぶ,False
21.572,22.006,ご,False
22.006,22.94,ご,False
22.94,23.073,わ,False
23.073,23.173,れ,False
23.173,23.54,た,False
23.54,23.673,つ,False
23.673,23.807,め,False
23.807,24.174,を,False
24.174,24.325,な,False
24.325,24.475,が,False
24.475,24.575,め,False
24.575,24.808,て,False
24.808,24.975,る,False
24.975,25.175,ひ,False
25.175,25.376,ま,False
25.376,25.576,も,False
25.576,25.776,な,False
25.776,25.976,い,False
25.976,27.177,よ,False
27.177,27.377,と,False
27.377,27.578,き,False
27.578,27.978,の,False
27.978,28.379,な,False
28.379,28.779,が,False
28.779,29.146,れ,False
29.146,30.581,に,False
30.581,30.781,の,False
30.781,30.981,み,False
30.981,31.181,こ,False
31.181,31.382,ま,False
31.382,31.582,れ,False
31.582,31.982,た,False
31.982,32.349,て,False
32.349,32.549,い,False
32.549,33.584,い,False
33.584,33.784,た,False
33.784,33.984,ち,False
33.984,34.184,は,False
34.184,34.385,だ,False
34.385,34.585,か,False
34.585,34.785,る,False
34.785,35.185,か,False
35.185,35.586,べ,False
35.586,36.587,に,False
36.587,36.787,ま,False
36.787,36.887,こ,False
36.887,36.987,う,False
36.987,37.087,か,False
37.087,37.187,ら,False
37.187,37.388,む,False
37.388,37.588,か,False
37.588,37.788,え,False
37.788,37.988,う,False
37.988,38.155,と,False
38.155,38.756,う,False
38.756,38.956,ぱ,False
38.956,39.089,と,False
39.089,39.356,み,False
39.356,39.456,ま,False
39.456,39.556,だ,False
39.556,39.656,ら,False
39.656,39.757,く,False
39.757,39.957,が,False
39.957,40.257,き,False
40.257,40.357,み,False
40.357,40.457,が,False
40.457,40.557,き,False
40.557,40.657,つ,False
40.657,40.758,づ,False
40.758,40.858,け,False
40.858,40.958,れ,False
40.958,41.158,ば,False
41.158,41.258,ま,False
41.258,41.358,す,False
41.358,41.458,と,False
41.458,41.558,あ,False
41.558,41.633,あ,False
41.633,41.709,ぴ,False
41.709,41.784,え,False
41.784,41.859,す,False
41.859,41.959,の,False
41.959,42.059,ぼ,False
42.059,42.159,り,False
42.159,42.259,つ,False
42.259,42.359,め,False
42.359,42.559,て,False
42.559,42.76,く,False
42.76,42.893,い,False
42.893,43.027,た,False
43.027,43.16,だ,False
43.16,43.494,き,False
43.494,43.594,ど,False
43.594,43.678,りょ,False
43.678,43.761,く,False
43.761,43.894,だ,False
43.894,43.994,け,False
43.994,44.194,は,False
44.194,44.294,う,False
44.294,44.395,ら,False
44.395,44.461,ぎ,False
44.461,44.595,ら,False
44.595,44.795,な,False
44.795,45.195,い,False
45.195,45.295,ま,False
45.295,45.396,い,False
45.396,45.462,て,False
45.462,45.596,る,False
45.596,45.696,て,False
45.696,45.796,ん,False
45.796,45.996,と,False
45.996,46.18,せ,False
46.18,46.363,ん,False
46.363,46.463,い,False
46.463,46.563,ん,False
46.563,46.764,す,False
46.764,46.864,ぱ,False
46.864,46.964,い,False
46.964,47.064,あ,False
47.064,47.164,ー,False
47.164,47.264,せ,False
47.264,47.364,ん,False
47.364,47.464,ど,False
47.464,47.564,う,False
47.564,47.965,て,False
47.965,48.365,き,False
48.365,48.465,は,False
48.465,48.565,れ,False
48.565,48.665,て,False
48.665,48.766,る,False
48.766,48.866,へ,False
48.866,48.966,ん,False
48.966,49.066,と,False
49.066,49.166,う,False
49.166,49.366,せ,False
49.366,49.566,ん,False
49.566,49.767,ず,False
49.767,49.967,と,False
49.967,50.167,ず,False
50.167,50.367,と,False
50.367,50.567,て,False
50.567,50.768,い,False
50.768,50.928,く,False
50.928,51.088,お,False
51.088,51.248,ん,False
51.248,51.408,み,False
51.408,51.568,い,False
51.568,51.869,は,False
51.869,52.136,ぐ,False
52.136,52.369,ら,False
52.369,52.669,か,False
52.669,52.97,し,False
52.97,53.17,た,False
53.17,53.32,と,False
53.32,53.47,う,False
53.47,53.721,げ,False
53.721,53.971,ん,False
53.971,54.271,きょ,False
54.271,54.571,う,False
54.571,54.822,し,False
54.822,55.072,ず,False
55.072,55.339,か,False
55.339,55.572,に,False
55.572,55.873,と,False
55.873,56.173,も,False
56.173,56.373,す,False
56.373,56.573,あ,False
56.573,56.774,お,False
56.774,56.974,い,False
56.974,57.308,ほ,False
57.308,57.641,の,False
57.641,57.975,お,False
57.975,58.308,た,False
58.308,58.442,しょ,False
58.442,58.575,う,False
58.575,58.675,ご,False
58.675,58.776,う,False
58.776,58.926,い,False
58.926,59.076,ん,False
59.076,59.376,で,False
59.376,59.576,も,False
59.576,59.877,ご,False
59.877,60.127,あ,False
60.127,60.377,い,False
60.377,60.778,きょ,False
60.778,61.178,う,False
61.178,61.578,じ,False
61.578,61.779,と,False
61.779,62.379,み,False
62.379,62.78,つ,False
62.78,63.18,め,False
63.18,63.547,て,False
63.547,64.381,<silence>,False
64.381,64.782,か,False
64.782,65.182,け,False
65.182,65.382,て,False
65.382,65.582,い,False
65.582,65.783,く,False
65.783,65.983,せ,False
65.983,66.183,ん,False
66.183,66.383,り,False
66.383,66.583,つ,False
66.583,66.784,の,False
66.784,67.584,よ,False
67.584,67.968,こ,False
67.968,68.352,い,False
68.352,68.786,こ,False
68.786,68.986,が,False
68.986,69.186,れ,False
69.186,69.386,て,False
69.386,69.586,さ,False
69.586,69.787,き,False
69.787,69.987,み,False
69.987,70.187,だ,False
70.187,70.387,れ,False
70.387,70.788,て,False
70.788,71.199,う,False
71.199,71.611,し,False
71.611,72.022,な,False
72.022,72.189,い,False
72.189,72.389,か,False
72.389,72.589,け,False
72.589,72.79,た,False
72.79,72.99,ゆ,False
72.99,73.19,め,False
73.19,73.757,の,False
73.757,74.074,つ,False
74.074,74.391,づ,False
74.391,74.792,き,False
74.792,75.426,を,False
75.426,75.543,つ,False
75.543,75.659,む,False
75.659,75.793,い,False
75.793,75.993,で,False
75.993,76.193,い,False
76.193,76.36,こ,False
76.36,77.394,う,False
77.394,77.561,か,False
77.561,77.728,わ,False
77.728,77.861,い,False
77.861,78.095,た,False
78.095,78.295,せ,False
78.295,78.428,か,False
78.428,78.562,い,False
78.562,78.796,を,False
78.796,78.996,み,False
78.996,79.196,た,False
79.196,79.396,し,False
79.396,79.596,て,False
79.596,79.797,め,False
79.797,79.997,ろ,False
79.997,80.397,でぃ,False
80.397,80.581,ぎ,False
80.581,80.764,ぶ,False
80.764,80.981,ゆ,False
80.981,81.198,あ,False
81.198,81.398,ら,False
81.398,81.598,ぶ,False
81.598,81.999,い,False
81.999,82.199,し,False
82.199,82.399,ん,False
82.399,82.6,ど,False
82.6,82.8,う,False
82.8,83.284,た,False
83.284,83.767,い,False
82.933,83.133,お,False
83.133,83.344,お,False
83.344,83.556,か,False
83.556,83.767,い,False
83.767,83.967,き,False
83.967,84.268,み,False
84.268,84.435,と,False
84.435,84.601,お,False
84.601,84.768,り,False
84.768,84.969,か,False
84.969,85.169,さ,False
85.169,85.369,な,False
85.369,85.569,る,False
85.569,85.769,し,False
85.769,85.969,ん,False
85.969,86.17,め,False
86.17,86.37,と,False
86.37,86.57,り,False
86.57,86.77,ー,False
86.77,86.97,た,False
86.97,87.171,ぐ,False
87.171,87.771,り,False
87.771,87.971,よ,False
87.971,88.172,せ,False
88.172,88.372,る,False
88.372,88.589,あ,False
88.589,88.806,さ,False
88.806,89.373,ひ,False
89.373,89.573,の,False
89.573,89.79,ほ,False
89.79,90.007,う,False
90.007,90.641,へ,False
90.641,102.786,<silence>,False
102.786,102.986,ほ,False
102.986,103.187,ん,False
103.187,103.387,の,False
103.387,103.587,び,False
103.587,103.787,みょ,False
103.787,103.987,う,False
103.987,104.188,な,False
104.188,104.388,にゅ,False
104.388,104.488,あ,False
104.488,104.588,ん,False
104.588,104.788,す,False
104.788,104.988,の,False
