start,end,token,exclude
0.0,12.1,<silence>,False
12.1,12.71,$breathing,False
12.71,13.063,か,False
13.063,13.28,<silence>,False
13.28,13.506,た,False
13.506,13.51,<silence>,False
13.51,13.63,ん,False
13.63,13.81,す,False
13.81,13.837,<silence>,False
13.837,14.18,ぎ,False
14.18,14.4,<silence>,False
14.4,14.785,た,False
14.785,14.79,<silence>,False
14.79,14.93,の,False
14.93,14.96,<silence>,False
14.96,15.36,か,False
15.36,15.532,な,False
15.53,15.66,び,False
15.66,15.845,ん,False
15.845,15.912,<silence>,False
15.912,16.32,が,False
16.32,16.435,る,False
16.435,16.44,<silence>,False
16.44,16.65,い,False
16.65,16.833,<silence>,False
16.833,17.15,わ,False
17.15,17.34,$breathing,False
17.34,17.73,せ,False
17.73,17.9,し,False
17.9,17.96,<silence>,False
17.96,18.34,だ,False
18.335,18.55,け,False
18.55,18.8,や,False
18.8,19.068,わ,False
19.068,19.07,<silence>,False
19.07,19.346,い,False
19.346,19.46,<silence>,False
19.46,19.795,か,False
19.795,19.84,<silence>,False
19.84,20.045,え,False
20.045,20.05,<silence>,False
20.05,20.17,ん,False
20.17,20.365,<silence>,False
20.365,20.57,め,False
20.57,20.77,い,False
20.77,20.83,<silence>,False
20.83,20.97,し,False
20.97,21.3,$breathing,False
21.3,21.52,$breathing,False
21.52,21.91,か,False
21.905,22.12,わ,False
22.12,22.354,い,False
22.35,22.47,ん,False
22.47,22.472,<silence>,False
22.472,22.839,わ,False
22.839,22.84,<silence>,False
22.84,22.998,え,False
22.998,23.0,<silence>,False
23.0,23.11,ん,False
23.11,23.41,$echo,False
23.41,23.634,え,False
23.63,23.77,ん,False
23.77,23.915,な,False
23.915,23.92,<silence>,False
23.92,24.34,み,False
24.34,24.568,の,False
24.568,24.57,<silence>,False
24.57,24.946,え,False
24.946,24.95,<silence>,False
24.95,25.069,ひ,False
25.069,25.07,<silence>,False
25.07,25.223,る,False
25.22,25.51,い,False
25.506,25.71,の,False
25.708,25.843,む,False
25.84,26.074,の,False
26.07,26.198,わ,False
26.198,26.2,<silence>,False
26.2,26.604,ちゅ,False
26.6,26.84,ど,False
26.84,26.948,く,False
26.948,26.95,<silence>,False
26.95,27.182,か,False
27.18,27.32,ん,False
27.32,27.577,じゃ,False
27.577,27.58,<silence>,False
27.58,27.71,ひ,False
27.71,27.851,ろ,False
27.85,27.986,い,False
27.986,27.99,<silence>,False
27.99,28.32,そ,False
28.32,28.435,ら,False
28.435,28.44,<silence>,False
28.44,28.71,な,False
28.71,28.82,の,False
28.82,29.059,に,False
29.059,29.06,<silence>,False
29.06,29.195,き,False
29.195,29.2,<silence>,False
29.2,29.61,みょ,False
29.61,29.612,<silence>,False
29.612,29.829,な,False
29.829,29.98,よ,False
29.98,30.192,か,False
30.19,30.35,ん,False
30.35,30.68,だ,False
30.68,31.053,そ,False
31.05,31.688,か,False
31.688,31.69,<silence>,False
31.69,31.82,ん,False
31.82,32.035,た,False
32.035,32.04,<silence>,False
32.04,32.201,ん,False
32.2,32.53,だ,False
32.53,32.56,<silence>,False
32.56,32.768,せ,False
32.768,32.77,<silence>,False
32.77,32.9,ん,False
32.9,32.94,<silence>,False
32.94,33.39,ちょ,False
33.39,33.6,を,False
33.6,33.743,き,False
33.74,34.08,め,False
34.08,34.084,<silence>,False
34.084,34.32,て,False
34.32,34.45,な,False
34.448,34.83,か,False
34.83,35.068,た,False
35.068,35.07,<silence>,False
35.07,35.21,ん,False
35.21,35.88,だ,False
35.88,36.35,そ,False
36.35,36.539,れ,False
36.539,36.54,<silence>,False
36.54,36.71,が,False
36.71,36.924,だ,False
36.92,37.06,ん,False
37.06,37.087,<silence>,False
37.087,37.253,け,False
37.253,37.353,つ,False
37.353,37.47,で,False
37.47,37.65,き,False
37.65,37.77,な,False
37.77,37.85,い,False
37.85,37.854,<silence>,False
37.854,37.97,よ,False
37.97,38.059,い,False
38.059,38.06,<silence>,False
38.06,38.21,ん,False
38.21,38.44,か,False
38.437,38.59,ん,False
38.588,38.689,た,False
38.689,38.789,ふ,False
38.789,38.856,く,False
38.856,38.92,め,False
38.92,39.03,せ,False
39.03,39.165,い,False
39.165,39.17,<silence>,False
39.17,39.26,ん,False
39.256,39.356,わ,False
39.356,39.36,<silence>,False
39.36,39.551,ご,False
39.55,39.65,に,False
39.65,39.72,ん,False
39.72,39.722,<silence>,False
39.722,40.002,だ,False
40.002,40.08,<silence>,False
40.08,40.244,こ,False
40.24,40.36,ほ,False
40.356,40.457,わ,False
40.457,40.66,こ,False
40.66,40.74,れ,False
40.74,40.81,で,False
40.81,41.05,ぜ,False
41.05,41.12,い,False
41.118,41.22,ん,False
41.22,41.453,か,False
41.45,41.685,さ,False
41.685,41.69,<silence>,False
41.69,41.79,ん,False
41.79,41.89,に,False
41.89,41.891,<silence>,False
41.891,41.96,ん,False
41.96,42.14,ふ,False
42.14,42.36,よ,False
42.36,42.53,で,False
42.526,42.664,い,False
42.664,42.71,<silence>,False
42.71,43.0,か,False
43.0,43.093,<silence>,False
43.093,43.18,ぶ,False
43.18,43.259,き,False
43.259,43.32,を,False
43.32,43.46,し,False
43.46,43.659,ま,False
43.659,43.84,え,False
43.84,43.918,か,False
43.918,43.92,<silence>,False
43.92,44.0,い,False
44.0,44.244,じょ,False
44.24,44.48,だ,False
44.48,44.594,<silence>,False
44.594,44.661,う,False
44.661,44.762,ば,False
44.762,44.862,い,False
44.86,44.99,あ,False
44.989,45.16,い,False
45.16,45.27,な,False
45.27,45.271,<silence>,False
45.271,45.33,ん,False
45.33,45.425,か,False
45.425,45.43,<silence>,False
45.43,45.52,い,False
45.52,45.728,じょ,False
45.728,45.984,だ,False
45.984,46.09,<silence>,False
46.09,46.17,た,False
46.17,46.376,す,False
46.376,46.38,<silence>,False
46.38,46.46,け,False
46.46,46.463,<silence>,False
46.463,46.662,つ,False
46.662,46.764,が,False
46.764,46.8,り,False
46.8,47.0,そ,False
47.0,47.22,さ,False
47.22,47.343,み,False
47.34,47.4,ん,False
47.398,47.497,な,False
47.497,47.564,じ,False
47.56,47.715,ぶ,False
47.715,47.72,<silence>,False
47.72,47.77,ん,False
47.765,47.865,に,False
47.865,47.965,い,False
47.965,48.031,れ,False
48.031,48.131,る,False
48.131,48.231,か,False
48.23,48.373,そ,False
48.37,48.47,う,False
48.47,48.88,か,False
48.88,48.966,<silence>,False
48.966,49.098,と,False
49.098,49.265,い,False
49.265,49.27,<silence>,False
49.27,49.49,う,False
49.485,49.7,わ,False
49.7,49.851,け,False
49.85,50.059,で,False
50.059,50.06,<silence>,False
50.06,50.269,さ,False
50.269,50.27,<silence>,False
50.27,50.47,い,False
50.47,50.616,れ,False
50.616,50.62,<silence>,False
50.62,50.73,ん,False
50.73,50.734,<silence>,False
50.734,50.868,す,False
50.868,50.99,き,False
50.99,51.134,み,False
51.134,51.335,し,False
51.335,51.34,<silence>,False
51.34,51.546,だ,False
51.546,51.55,<silence>,False
51.55,51.7,い,False
51.7,51.701,<silence>,False
51.701,52.069,だ,False
52.069,52.335,れ,False
52.335,52.402,に,False
52.4,52.484,し,False
52.48,52.7,た,False
52.7,52.835,っ,True
52.835,52.84,<silence>,False
52.84,53.105,て,False
53.105,53.11,<silence>,False
53.11,53.251,き,False
53.25,53.39,に,False
53.39,53.57,し,False
53.57,53.76,な,False
53.76,53.764,<silence>,False
53.764,53.9,い,False
53.9,54.125,さ,False
54.125,54.13,<silence>,False
54.13,54.34,い,False
54.34,54.574,ご,False
54.57,54.74,の,False
54.74,55.082,こ,False
55.08,55.274,か,False
55.27,55.47,い,False
55.47,55.472,<silence>,False
55.472,55.68,だ,False
55.68,55.86,$breathing,False
55.86,56.0,か,False
56.0,56.14,ら,False
56.14,56.24,い,False
56.24,56.242,<silence>,False
56.242,56.47,き,False
56.47,56.585,さ,False
56.585,56.59,<silence>,False
56.59,56.81,き,False
56.807,56.906,わ,False
56.906,56.91,<silence>,False
56.91,56.983,え,False
56.98,57.21,ら,False
57.21,57.3,び,False
57.3,57.724,ほ,False
57.72,57.868,だ,False
57.868,57.87,<silence>,False
57.87,58.01,い,False
58.01,58.44,さ,False
58.44,58.442,<silence>,False
58.442,58.674,か,False
58.674,58.841,じ,False
58.84,59.065,を,False
59.065,59.07,<silence>,False
59.07,59.17,か,False
59.17,59.549,せ,False
59.549,59.55,<silence>,False
59.55,59.94,こ,False
59.94,60.202,た,False
60.2,60.37,い,False
60.37,60.78,だ,False
60.78,71.93,<silence>,False
71.93,72.102,ぷ,False
72.1,72.26,り,False
72.256,72.355,ず,False
72.355,72.36,<silence>,False
72.36,72.429,み,False
72.429,72.43,<silence>,False
72.43,72.52,す,False
72.52,72.654,た,False
72.65,73.124,さ,False
73.12,73.26,ん,False
73.26,73.48,い,False
73.48,73.86,れん,True
73.86,74.04,す,False
74.04,74.224,あ,False
74.224,74.64,ど,False
74.64,74.992,し,False
74.992,75.525,て,False
75.525,75.53,<silence>,False
75.53,75.742,あ,False
75.74,76.2,ど,False
76.2,76.41,し,False
76.41,77.23,て,False
77.23,77.551,ら,False
77.55,78.002,べ,False
78.0,78.33,る,False
78.33,78.73,の,False
78.728,79.09,が,False
79.09,79.517,き,False
79.517,79.52,<silence>,False
79.52,79.82,$breathing,False
79.82,80.11,み,False
80.11,80.596,し,False
80.596,80.963,か,False
80.963,81.331,い,False
81.331,81.731,な,False
81.731,82.219,い,False
82.219,82.465,<silence>,False
82.465,83.233,ん,False
83.233,83.95,だ,False
83.95,84.15,お,False
84.15,84.334,ね,False
84.33,84.528,が,False
84.528,84.53,<silence>,False
84.53,84.66,い,False
84.66,87.471,ちゅ,True
87.47,87.6,す,False
87.6,88.262,み,False
88.26,89.56,<silence>,False
89.56,89.95,$breathing,False
89.95,90.16,お,False
90.16,90.34,ね,False
90.34,90.508,が,False
90.508,90.51,<silence>,False
90.51,90.68,い,False
90.68,93.477,ちゅ,True
93.477,93.609,se,True
93.609,94.44,み,False
94.44,94.8,$breathing,False
94.798,95.01,ほ,False
95.01,95.012,<silence>,False
95.012,95.54,ら,False
95.54,95.73,$breathing,False
95.73,95.95,は,False
95.95,96.14,や,False
96.14,96.32,く,False
96.32,96.68,きょ,False
96.68,99.55,じゅ,False
99.549,100.31,に,False
100.31,101.536,<silence>,False
101.536,101.95,$breathing,False
101.95,101.951,<silence>,False
101.951,102.152,お,False
102.152,102.33,ね,False
102.33,102.506,が,False
102.506,102.51,<silence>,False
102.51,102.68,い,False
102.68,103.853,choo,True
103.853,104.021,se,True
104.021,105.22,me,True
105.22,105.66,$breathing,False
105.66,106.823,choo,True
106.823,107.057,se,True
107.057,107.76,me,True
107.757,107.98,き,False
107.98,108.158,み,False
108.158,108.325,が,False
108.325,108.53,きょ,False
108.525,108.724,え,False
108.72,108.946,ら,False
108.946,108.95,<silence>,False
108.95,109.09,ん,False
109.09,109.093,<silence>,False
109.093,109.27,で,False
109.27,109.35,く,False
109.35,109.68,れ,False
109.68,109.857,な,False
109.857,109.86,<silence>,False
109.86,110.05,と,False
110.05,110.39,な,False
110.39,110.394,<silence>,False
110.394,110.593,も,False
110.593,110.76,で,False
110.76,111.15,き,False
111.15,111.398,な,False
111.398,111.4,<silence>,False
111.4,111.54,い,False
111.54,111.71,$breathing,False
111.71,111.931,か,False
111.93,112.1,ん,False
112.1,112.24,が,False
112.24,112.39,え,False
112.39,112.69,て,False
112.69,112.88,く,False
112.88,113.06,れ,False
113.06,113.256,な,False
113.256,113.26,<silence>,False
113.26,113.42,い,False
113.42,113.55,と,False
113.55,113.671,し,False
113.67,113.79,ん,False
113.79,114.016,ぱ,False
114.016,114.02,<silence>,False
114.02,114.16,い,False
114.16,114.67,に,False
114.67,114.97,か,False
114.967,115.06,ん,False
115.06,115.064,<silence>,False
115.064,115.28,じ,False
115.28,115.442,ちゃ,False
115.44,115.709,う,False
115.709,115.71,<silence>,False
115.71,115.82,ん,False
115.82,116.06,だ,False
116.06,116.4,こ,False
116.4,116.585,な,False
116.585,116.59,<silence>,False
116.59,116.75,と,False
116.75,117.167,こ,False
117.167,117.53,で,False
117.53,117.534,<silence>,False
117.534,117.7,ま,False
117.7,117.968,よ,False
117.968,118.08,っ,True
118.08,118.37,て,False
118.367,118.602,と,False
118.602,118.835,し,False
118.835,119.036,ず,False
119.036,119.403,む,False
119.403,119.52,よ,False
119.52,119.65,し,False
119.65,119.654,<silence>,False
119.654,119.77,ん,False
119.77,120.008,か,False
120.008,120.01,<silence>,False
120.01,120.17,い,False
120.17,120.949,に,False
120.949,124.322,<silence>,False
124.322,124.58,$breathing,False
124.58,124.76,し,False
124.76,124.96,ず,False
124.96,125.376,む,False
125.376,125.38,<silence>,False
125.38,125.51,よ,False
125.51,125.654,し,False
125.65,125.78,ん,False
125.78,126.011,か,False
126.01,126.16,い,False
126.16,126.754,に,False
126.75,130.36,<silence>,False
130.36,130.608,$breathing,False
130.608,130.61,<silence>,False
130.61,130.84,し,False
130.84,131.014,ず,False
131.01,131.445,む,False
131.445,131.45,<silence>,False
131.45,131.546,よ,False
131.546,131.55,<silence>,False
131.55,131.64,し,False
131.64,131.642,<silence>,False
131.642,131.77,ん,False
131.77,131.992,か,False
131.99,132.177,い,False
132.177,132.18,<silence>,False
132.18,132.75,に,False
132.75,136.029,$echo,False
136.029,138.272,<silence>,False
138.27,139.201,$breathing,False
139.2,142.24,<silence>,False
142.24,143.448,$breathing,False
143.448,155.631,<silence>,False
155.631,155.917,$breathing,False
155.917,155.92,<silence>,False
155.92,156.14,ぬ,False
156.139,156.34,れ,False
156.34,156.51,て,False
156.507,156.72,き,False
156.72,157.784,づ,False
157.78,158.08,い,False
158.08,159.0,た,False
159.0,159.186,<silence>,False
159.186,159.385,$breathing,False
159.385,159.482,<silence>,False
159.482,159.739,ふ,False
159.739,159.74,<silence>,False
159.74,160.08,る,False
160.08,160.328,え,False
160.328,160.33,<silence>,False
160.33,160.668,る,False
160.668,160.67,<silence>,False
160.67,160.86,か,False
160.86,160.862,<silence>,False
160.862,161.074,ら,False
161.07,161.448,だ,False
161.448,161.777,$breathing,False
161.777,161.979,あ,False
161.979,162.179,ふ,False
162.179,162.346,れ,False
162.346,162.513,て,False
162.513,162.699,き,False
162.699,162.7,<silence>,False
162.7,163.881,ちゃ,False
163.881,164.08,っ,True
164.08,164.998,た,False
164.998,165.1,<silence>,False
165.1,165.493,$breathing,False
165.49,165.74,ふ,False
165.74,166.108,な,False
166.108,166.11,<silence>,False
166.11,166.334,ぞ,False
166.33,166.69,こ,False
166.69,166.85,か,False
166.85,167.07,ら,False
167.065,167.48,だ,False
167.48,167.783,$breathing,False
167.783,167.95,あ,False
167.95,168.151,な,False
168.151,168.352,が,False
168.352,168.519,あ,False
168.519,168.718,い,False
168.718,168.72,<silence>,False
168.72,169.317,た,False
169.317,169.32,<silence>,False
169.32,169.496,ん,False
169.496,169.5,<silence>,False
169.5,170.02,だ,False
170.02,170.17,ざ,False
170.17,170.65,しょ,False
170.65,170.954,し,False
170.954,171.51,て,False
171.51,171.72,あ,False
171.72,171.722,<silence>,False
171.722,172.22,ど,False
172.22,172.455,し,False
172.455,173.022,て,False
173.022,173.189,な,False
173.189,173.48,お,False
173.48,173.956,せ,False
173.956,174.358,る,False
174.358,174.724,の,False
174.72,175.1,が,False
175.1,175.102,<silence>,False
175.102,175.83,き,False
175.83,176.1,み,False
176.1,176.592,し,False
176.592,176.96,か,False
176.96,177.326,い,False
177.326,177.693,な,False
177.693,178.46,い,False
178.46,178.461,<silence>,False
178.461,179.229,ん,False
179.229,179.962,だ,False
179.962,180.163,お,False
180.163,180.364,ね,False
180.364,180.531,が,False
180.531,180.6,い,False
180.6,183.53,しゅ,False
183.53,184.496,り,False
184.496,185.56,<silence>,False
185.56,185.817,$breathing,False
185.817,185.948,<silence>,False
185.948,186.15,お,False
186.15,186.336,ね,False
186.336,186.49,が,False
186.49,186.61,い,False
186.61,189.54,しゅ,False
189.539,190.32,り,False
190.32,190.708,$breathing,False
190.708,190.71,<silence>,False
190.71,191.54,さ,False
191.54,191.76,$breathing,False
191.76,191.925,ほ,False
191.925,191.93,<silence>,False
191.93,192.16,ら,False
192.16,192.162,<silence>,False
192.162,192.34,い,False
192.34,192.342,<silence>,False
192.342,192.47,ま,False
192.47,192.703,す,False
192.7,195.55,ぐ,False
195.55,197.078,に,False
197.078,197.371,<silence>,False
